Suggest_Method,n,Iteration,Repeat,I,H,C,P,Highest_Observed_Fluorescence
BO,3,16,12,I1,H4,C5,P4,14307
BO,3,16,12,I1,H4,C5,P3,1076
BO,3,17,12,I3,H3,C1,P1,2009
BO,3,17,12,I3,H1,C1,P1,2516
BO,3,17,12,I3,H5,C1,P1,275
BO,3,18,12,I1,H4,C2,P4,53404
BO,3,18,12,I1,H4,C2,P2,8411
BO,3,18,12,I1,H4,C4,P3,10325
BO,3,19,12,I1,H4,C4,P4,571132
BO,3,19,12,I5,H5,C2,P2,73
BO,3,19,12,I5,H2,C2,P4,477
BO,3,20,12,I5,H4,C3,P2,775
BO,3,20,12,I2,H4,C3,P2,84917
BO,3,20,12,I1,H4,C3,P2,12380
BO,3,21,12,I5,H3,C4,P3,125959
BO,3,21,12,I5,H1,C4,P3,455263
BO,3,21,12,I5,H5,C4,P3,965
BO,3,22,12,I4,H3,C4,P2,26785
BO,3,22,12,I4,H1,C4,P2,10374
BO,3,22,12,I4,H5,C4,P4,1358
BO,3,23,12,I5,H5,C4,P2,7898
BO,3,23,12,I5,H3,C4,P4,14484
BO,3,23,12,I5,H1,C4,P2,1451
BO,3,24,12,I2,H2,C5,P3,234
BO,3,24,12,I2,H5,C5,P3,156
BO,3,24,12,I2,H3,C5,P3,6386
BO,3,25,12,I3,H2,C1,P1,1041
BO,3,25,12,I4,H2,C2,P4,321
BO,3,25,12,I4,H2,C2,P2,143
BO,3,26,12,I3,H2,C2,P4,216
BO,3,26,12,I3,H2,C2,P2,43
BO,3,26,12,I3,H2,C4,P2,670
BO,3,27,12,I2,H4,C5,P2,1858
BO,3,27,12,I2,H4,C5,P4,3997
BO,3,27,12,I2,H4,C3,P2,84917
BO,3,28,12,I5,H2,C2,P2,257
BO,3,28,12,I2,H2,C2,P2,65
BO,3,28,12,I1,H2,C2,P2,87
BO,3,29,12,I1,H5,C4,P3,23348
BO,3,29,12,I1,H3,C4,P3,40329
BO,3,29,12,I1,H1,C4,P3,5027
BO,3,30,12,I1,H5,C4,P1,3280
BO,3,30,12,I1,H4,C5,P3,1076
BO,3,30,12,I4,H4,C5,P3,83
BO,3,1,13,I4,H5,C2,P2,79
BO,3,1,13,I3,H4,C2,P1,53171
BO,3,1,13,I2,H5,C5,P1,204
BO,3,2,13,I2,H4,C2,P3,717
BO,3,2,13,I5,H3,C2,P4,780
BO,3,2,13,I5,H4,C4,P1,806841
BO,3,3,13,I3,H2,C5,P3,484
BO,3,3,13,I5,H5,C2,P1,6
BO,3,3,13,I5,H2,C2,P3,439
BO,3,4,13,I1,H4,C3,P4,390622
BO,3,4,13,I3,H4,C4,P4,89478
BO,3,4,13,I2,H4,C5,P2,1858
BO,3,5,13,I2,H4,C4,P3,6751
BO,3,5,13,I2,H1,C4,P1,333
BO,3,5,13,I1,H4,C4,P1,79212
BO,3,6,13,I4,H4,C5,P2,4125
BO,3,6,13,I4,H4,C2,P3,7197
BO,3,6,13,I5,H4,C2,P2,38684
BO,3,7,13,I2,H5,C5,P2,22103
BO,3,7,13,I5,H4,C4,P4,225354
BO,3,7,13,I2,H5,C3,P2,313
BO,3,8,13,I5,H3,C4,P2,27981
BO,3,8,13,I5,H2,C4,P3,82456
BO,3,8,13,I5,H5,C4,P2,7898
BO,3,9,13,I5,H4,C5,P1,9112
BO,3,9,13,I5,H4,C2,P1,1192715
BO,3,9,13,I5,H4,C1,P1,80915
BO,3,10,13,I5,H4,C3,P1,61707
BO,3,10,13,I4,H2,C4,P2,23152
BO,3,10,13,I3,H3,C4,P4,19498
BO,3,11,13,I5,H4,C2,P3,208
BO,3,11,13,I3,H2,C1,P3,8565
BO,3,11,13,I1,H3,C1,P1,4217
BO,3,12,13,I5,H3,C2,P1,1791
BO,3,12,13,I5,H2,C2,P1,1817
BO,3,12,13,I4,H2,C2,P1,1222
BO,3,13,13,I4,H4,C2,P1,142493
BO,3,13,13,I2,H4,C2,P1,642076
BO,3,13,13,I1,H5,C1,P4,10536
BO,3,14,13,I4,H5,C1,P3,7614
BO,3,14,13,I4,H3,C1,P2,1685
BO,3,14,13,I4,H2,C1,P4,1624
BO,3,15,13,I5,H1,C2,P2,13391
BO,3,15,13,I5,H1,C4,P2,1451
BO,3,15,13,I5,H1,C4,P3,455263
BO,3,16,13,I3,H1,C3,P2,253
BO,3,16,13,I3,H3,C3,P2,51
BO,3,16,13,I3,H2,C3,P2,152
BO,3,17,13,I2,H2,C4,P4,314581
BO,3,17,13,I2,H2,C2,P4,5820
BO,3,17,13,I5,H2,C2,P4,477
BO,3,18,13,I2,H3,C5,P3,6386
BO,3,18,13,I2,H1,C5,P3,1102699
BO,3,18,13,I2,H2,C5,P3,234
BO,3,19,13,I4,H1,C4,P4,10865
BO,3,19,13,I4,H1,C5,P4,1214
BO,3,19,13,I4,H1,C2,P4,1995
BO,3,20,13,I5,H4,C2,P3,208
BO,3,20,13,I2,H1,C5,P1,14763
BO,3,20,13,I2,H3,C5,P2,5824
BO,3,21,13,I5,H1,C5,P3,634
BO,3,21,13,I4,H2,C5,P3,3472
BO,3,21,13,I4,H5,C5,P3,1351
BO,3,22,13,I5,H2,C5,P4,368
BO,3,22,13,I5,H5,C5,P4,828
BO,3,22,13,I5,H3,C5,P4,498
BO,3,23,13,I1,H4,C4,P1,79212
BO,3,23,13,I5,H1,C3,P2,2506
BO,3,23,13,I1,H1,C3,P4,65332
BO,3,24,13,I1,H2,C4,P2,2799
BO,3,24,13,I1,H2,C2,P2,87
BO,3,24,13,I1,H5,C2,P4,545
BO,3,25,13,I2,H1,C2,P1,2440
BO,3,25,13,I5,H1,C2,P1,93701
BO,3,25,13,I5,H1,C2,P4,42771
BO,3,26,13,I4,H1,C5,P3,270
BO,3,26,13,I4,H5,C2,P4,3438
BO,3,26,13,I4,H5,C4,P4,1358
BO,3,27,13,I1,H3,C1,P1,4217
BO,3,27,13,I1,H2,C4,P1,1023
BO,3,27,13,I1,H5,C2,P1,3260
BO,3,28,13,I2,H1,C3,P2,459
BO,3,28,13,I2,H1,C3,P3,260
BO,3,28,13,I2,H1,C1,P4,364
BO,3,29,13,I3,H4,C5,P1,611
BO,3,29,13,I4,H5,C4,P2,1042361
BO,3,29,13,I4,H1,C4,P2,10374
BO,3,30,13,I4,H2,C1,P2,2768
BO,3,30,13,I4,H4,C4,P1,1003785
BO,3,30,13,I4,H4,C4,P4,296285
BO,3,1,14,I4,H4,C4,P4,296285
BO,3,1,14,I3,H3,C5,P2,1071
BO,3,1,14,I3,H4,C4,P3,183711
BO,3,2,14,I5,H1,C4,P2,1451
BO,3,2,14,I3,H1,C4,P1,402
BO,3,2,14,I1,H2,C2,P3,119
BO,3,3,14,I3,H4,C5,P3,1628
BO,3,3,14,I1,H5,C1,P2,1096
BO,3,3,14,I5,H4,C3,P4,5903
BO,3,4,14,I2,H3,C1,P1,2217
BO,3,4,14,I1,H4,C4,P4,571132
BO,3,4,14,I3,H4,C4,P4,89478
BO,3,5,14,I2,H5,C4,P4,739
BO,3,5,14,I1,H2,C4,P4,399845
BO,3,5,14,I2,H3,C4,P4,1338
BO,3,6,14,I4,H1,C5,P4,1214
BO,3,6,14,I4,H1,C5,P3,270
BO,3,6,14,I1,H1,C4,P3,5027
BO,3,7,14,I1,H4,C4,P2,89908
BO,3,7,14,I1,H4,C4,P3,10325
BO,3,7,14,I1,H3,C4,P1,3401
BO,3,8,14,I1,H1,C4,P4,357030
BO,3,8,14,I1,H3,C4,P4,5274
BO,3,8,14,I1,H5,C4,P4,43692
BO,3,9,14,I2,H4,C4,P4,218758
BO,3,9,14,I5,H4,C1,P4,1056921
BO,3,9,14,I2,H4,C2,P4,14916
BO,3,10,14,I5,H4,C4,P4,225354
BO,3,10,14,I5,H4,C4,P1,806841
BO,3,10,14,I5,H4,C5,P1,9112
BO,3,11,14,I1,H4,C1,P4,1422626
BO,3,11,14,I1,H2,C1,P4,186
BO,3,11,14,I4,H2,C1,P4,1624
BO,3,12,14,I3,H1,C4,P1,402
BO,3,12,14,I1,H4,C1,P1,182961
BO,3,12,14,I4,H4,C1,P1,153113
BO,3,13,14,I2,H2,C1,P2,1438
BO,3,13,14,I1,H2,C1,P2,332
BO,3,13,14,I3,H2,C1,P2,2505
BO,3,14,14,I1,H5,C4,P2,1189738
BO,3,14,14,I5,H5,C4,P2,7898
BO,3,14,14,I2,H5,C2,P2,62
BO,3,15,14,I4,H4,C1,P4,568488
BO,3,15,14,I3,H4,C1,P4,162449
BO,3,15,14,I2,H4,C1,P4,1682296
BO,3,16,14,I4,H4,C4,P3,7499
BO,3,16,14,I4,H4,C4,P1,1003785
BO,3,16,14,I2,H2,C4,P2,9817
BO,3,17,14,I5,H4,C3,P4,5903
BO,3,17,14,I2,H4,C1,P3,549731
BO,3,17,14,I2,H4,C5,P2,1858
BO,3,18,14,I4,H4,C1,P4,568488
BO,3,18,14,I4,H3,C4,P2,26785
BO,3,18,14,I2,H3,C4,P2,8619
BO,3,19,14,I4,H4,C3,P4,61707
BO,3,19,14,I1,H2,C3,P2,5681
BO,3,19,14,I2,H2,C3,P2,22643
BO,3,20,14,I1,H3,C3,P1,159
BO,3,20,14,I2,H3,C3,P1,259
BO,3,20,14,I1,H1,C3,P1,35
BO,3,21,14,I2,H4,C4,P1,768578
BO,3,21,14,I2,H4,C3,P1,38
BO,3,21,14,I1,H4,C3,P1,36
BO,3,22,14,I4,H1,C1,P3,10066
BO,3,22,14,I2,H1,C1,P4,364
BO,3,22,14,I4,H4,C1,P2,239155
BO,3,23,14,I2,H5,C4,P4,739
BO,3,23,14,I2,H5,C4,P1,44
BO,3,23,14,I4,H5,C4,P1,52
BO,3,24,14,I4,H5,C4,P2,1042361
BO,3,24,14,I1,H3,C1,P1,4217
BO,3,24,14,I1,H1,C1,P1,960
BO,3,25,14,I3,H2,C1,P3,8565
BO,3,25,14,I3,H3,C1,P3,6722
BO,3,25,14,I3,H1,C1,P3,5964
BO,3,26,14,I4,H3,C2,P2,781
BO,3,26,14,I4,H1,C2,P2,1332
BO,3,26,14,I4,H2,C2,P2,143
BO,3,27,14,I5,H2,C5,P3,2388
BO,3,27,14,I5,H3,C5,P3,334
BO,3,27,14,I5,H1,C3,P3,809
BO,3,28,14,I4,H5,C4,P4,1358
BO,3,28,14,I5,H4,C1,P3,2773348
BO,3,28,14,I5,H4,C1,P2,197486
BO,3,29,14,I2,H3,C4,P1,2109
BO,3,29,14,I2,H2,C4,P1,4295
BO,3,29,14,I1,H4,C1,P3,26799
BO,3,30,14,I2,H3,C4,P4,1338
BO,3,30,14,I3,H5,C4,P3,1763
BO,3,30,14,I3,H5,C4,P4,4329
BO,3,1,15,I1,H1,C3,P4,65332
BO,3,1,15,I5,H5,C1,P4,237
BO,3,1,15,I3,H4,C3,P2,492
BO,3,2,15,I5,H5,C2,P3,33831
BO,3,2,15,I1,H1,C5,P2,4490
BO,3,2,15,I2,H1,C3,P1,11
BO,3,3,15,I2,H1,C2,P2,625
BO,3,3,15,I1,H4,C4,P3,10325
BO,3,3,15,I3,H5,C5,P4,51
BO,3,4,15,I1,H3,C1,P1,4217
BO,3,4,15,I4,H5,C3,P3,3806
BO,3,4,15,I5,H5,C3,P3,5033
BO,3,5,15,I3,H1,C3,P3,185
BO,3,5,15,I5,H1,C3,P4,2794
BO,3,5,15,I4,H1,C3,P3,127
BO,3,6,15,I1,H5,C3,P4,423
BO,3,6,15,I1,H4,C1,P3,26799
BO,3,6,15,I1,H2,C3,P4,50003
BO,3,7,15,I1,H4,C3,P4,390622
BO,3,7,15,I1,H4,C3,P2,12380
BO,3,7,15,I1,H1,C3,P1,35
BO,3,8,15,I4,H4,C2,P4,31394
BO,3,8,15,I4,H4,C4,P4,296285
BO,3,8,15,I5,H4,C3,P4,5903
BO,3,9,15,I2,H4,C5,P4,3997
BO,3,9,15,I3,H4,C1,P4,162449
BO,3,9,15,I3,H4,C4,P4,89478
BO,3,10,15,I2,H4,C1,P4,1682296
BO,3,10,15,I4,H4,C1,P4,568488
BO,3,10,15,I2,H4,C3,P4,12380
BO,3,11,15,I5,H4,C1,P2,197486
BO,3,11,15,I1,H4,C1,P1,182961
BO,3,11,15,I1,H4,C1,P2,1171921
BO,3,12,15,I2,H1,C1,P4,364
BO,3,12,15,I2,H3,C1,P4,15196
BO,3,12,15,I2,H5,C1,P4,1083
BO,3,13,15,I2,H4,C4,P1,768578
BO,3,13,15,I2,H4,C1,P1,207623
BO,3,13,15,I2,H4,C2,P3,717
BO,3,14,15,I1,H4,C1,P4,1422626
BO,3,14,15,I4,H4,C1,P3,195425
BO,3,14,15,I4,H3,C2,P2,781
BO,3,15,15,I5,H2,C5,P2,1942
BO,3,15,15,I5,H2,C4,P2,2787
BO,3,15,15,I5,H2,C2,P2,257
BO,3,16,15,I5,H2,C3,P2,740
BO,3,16,15,I5,H2,C3,P4,299
BO,3,16,15,I5,H5,C2,P4,892
BO,3,17,15,I5,H2,C4,P4,77495
BO,3,17,15,I5,H5,C4,P4,1427
BO,3,17,15,I2,H3,C5,P4,2759
BO,3,18,15,I5,H5,C1,P2,189
BO,3,18,15,I5,H3,C1,P2,3299
BO,3,18,15,I5,H1,C1,P2,517
BO,3,19,15,I1,H5,C5,P1,441
BO,3,19,15,I2,H5,C5,P1,204
BO,3,19,15,I1,H2,C5,P1,300
BO,3,20,15,I1,H3,C4,P1,3401
BO,3,20,15,I2,H3,C4,P1,2109
BO,3,20,15,I2,H5,C4,P1,44
BO,3,21,15,I5,H2,C3,P4,299
BO,3,21,15,I2,H2,C4,P4,314581
BO,3,21,15,I1,H2,C2,P4,72535
BO,3,22,15,I3,H4,C4,P3,183711
BO,3,22,15,I3,H4,C5,P3,1628
BO,3,22,15,I3,H4,C2,P3,2388
BO,3,23,15,I3,H1,C5,P2,11260
BO,3,23,15,I3,H1,C5,P4,1066
BO,3,23,15,I3,H1,C4,P4,33311
BO,3,24,15,I2,H5,C2,P1,1007
BO,3,24,15,I1,H5,C2,P1,3260
BO,3,24,15,I2,H1,C2,P1,2440
BO,3,25,15,I2,H4,C4,P3,6751
BO,3,25,15,I4,H5,C5,P4,127
BO,3,25,15,I2,H4,C4,P4,218758
BO,3,26,15,I4,H1,C5,P2,14448
BO,3,26,15,I4,H1,C5,P4,1214
BO,3,26,15,I4,H1,C4,P4,10865
BO,3,27,15,I2,H1,C3,P3,260
BO,3,27,15,I1,H1,C3,P3,235
BO,3,27,15,I2,H1,C4,P3,2434
BO,3,28,15,I1,H2,C3,P1,67
BO,3,28,15,I2,H2,C3,P1,11
BO,3,28,15,I4,H2,C3,P1,26
BO,3,29,15,I2,H1,C4,P1,333
BO,3,29,15,I1,H1,C4,P1,255
BO,3,29,15,I2,H2,C4,P1,4295
BO,3,30,15,I1,H5,C4,P4,43692
BO,3,30,15,I2,H5,C4,P4,739
BO,3,30,15,I1,H4,C1,P2,1171921
BO,3,1,16,I5,H4,C3,P2,775
BO,3,1,16,I5,H3,C3,P3,6468
BO,3,1,16,I5,H5,C5,P4,828
BO,3,2,16,I4,H4,C1,P1,153113
BO,3,2,16,I2,H4,C4,P2,277
BO,3,2,16,I4,H3,C1,P1,715
BO,3,3,16,I2,H3,C3,P4,512
BO,3,3,16,I4,H4,C3,P3,1274
BO,3,3,16,I3,H4,C3,P2,492
BO,3,4,16,I4,H4,C1,P1,153113
BO,3,4,16,I1,H4,C1,P1,182961
BO,3,4,16,I3,H4,C2,P1,53171
BO,3,5,16,I4,H5,C2,P1,9
BO,3,5,16,I1,H5,C2,P1,3260
BO,3,5,16,I1,H2,C2,P1,1318
BO,3,6,16,I1,H5,C2,P3,955
BO,3,6,16,I1,H5,C2,P2,144
BO,3,6,16,I4,H2,C2,P4,321
BO,3,7,16,I1,H4,C1,P4,1422626
BO,3,7,16,I1,H4,C1,P2,1171921
BO,3,7,16,I5,H2,C1,P3,13334
BO,3,8,16,I1,H3,C1,P4,29072
BO,3,8,16,I1,H1,C1,P4,1061
BO,3,8,16,I1,H5,C1,P4,10536
BO,3,9,16,I3,H4,C1,P4,162449
BO,3,9,16,I4,H4,C1,P4,568488
BO,3,9,16,I2,H4,C1,P4,1682296
BO,3,10,16,I5,H4,C1,P4,1056921
BO,3,10,16,I1,H1,C1,P3,1189
BO,3,10,16,I2,H1,C1,P3,1019
BO,3,11,16,I2,H4,C1,P3,549731
BO,3,11,16,I5,H2,C5,P4,368
BO,3,11,16,I5,H1,C5,P2,48601
BO,3,12,16,I1,H2,C5,P2,91091
BO,3,12,16,I2,H3,C5,P2,5824
BO,3,12,16,I4,H3,C5,P2,3095
BO,3,13,16,I2,H2,C4,P3,347695
BO,3,13,16,I5,H2,C4,P3,82456
BO,3,13,16,I1,H3,C4,P3,40329
BO,3,14,16,I2,H3,C3,P1,259
BO,3,14,16,I1,H3,C3,P1,159
BO,3,14,16,I5,H3,C3,P1,25
BO,3,15,16,I3,H4,C4,P1,99899
BO,3,15,16,I4,H3,C5,P2,3095
BO,3,15,16,I3,H5,C2,P2,51
BO,3,16,16,I4,H2,C4,P4,55257
BO,3,16,16,I4,H2,C4,P2,23152
BO,3,16,16,I2,H4,C5,P4,3997
BO,3,17,16,I4,H2,C2,P1,1222
BO,3,17,16,I4,H2,C4,P1,31476
BO,3,17,16,I4,H2,C5,P1,387
BO,3,18,16,I5,H4,C4,P3,11626
BO,3,18,16,I1,H4,C5,P3,1076
BO,3,18,16,I2,H4,C4,P3,6751
BO,3,19,16,I3,H1,C3,P2,253
BO,3,19,16,I3,H1,C4,P4,33311
BO,3,19,16,I3,H1,C2,P2,444
BO,3,20,16,I4,H4,C1,P2,239155
BO,3,20,16,I4,H3,C5,P3,9668
BO,3,20,16,I1,H3,C5,P3,1996
BO,3,21,16,I3,H4,C4,P4,89478
BO,3,21,16,I3,H4,C4,P2,451
BO,3,21,16,I3,H4,C2,P4,7944
BO,3,22,16,I3,H2,C1,P4,24
BO,3,22,16,I3,H3,C1,P2,2693
BO,3,22,16,I3,H1,C1,P2,176
BO,3,23,16,I5,H5,C3,P2,5679
BO,3,23,16,I5,H5,C3,P4,1807
BO,3,23,16,I1,H5,C3,P2,351
BO,3,24,16,I1,H5,C1,P2,1096
BO,3,24,16,I5,H5,C1,P2,189
BO,3,24,16,I2,H5,C1,P2,180
BO,3,25,16,I4,H1,C3,P3,127
BO,3,25,16,I4,H1,C2,P3,6059
BO,3,25,16,I4,H1,C4,P3,18519
BO,3,26,16,I1,H4,C1,P3,26799
BO,3,26,16,I2,H4,C1,P2,1161728
BO,3,26,16,I2,H4,C1,P1,207623
BO,3,27,16,I1,H4,C4,P4,571132
BO,3,27,16,I2,H4,C4,P4,218758
BO,3,27,16,I2,H4,C3,P4,12380
BO,3,28,16,I2,H3,C1,P2,456
BO,3,28,16,I2,H3,C1,P4,15196
BO,3,28,16,I2,H1,C1,P2,500
BO,3,29,16,I4,H2,C2,P1,1222
BO,3,29,16,I4,H2,C1,P1,564
BO,3,29,16,I2,H4,C2,P4,14916
BO,3,30,16,I5,H4,C3,P3,314
BO,3,30,16,I1,H4,C3,P3,47866
BO,3,30,16,I2,H4,C3,P3,81404
BO,3,1,17,I5,H3,C2,P4,780
BO,3,1,17,I4,H3,C1,P4,17504
BO,3,1,17,I5,H2,C2,P1,1817
BO,3,2,17,I3,H2,C1,P4,24
BO,3,2,17,I5,H5,C2,P1,6
BO,3,2,17,I2,H2,C4,P4,314581
BO,3,3,17,I5,H1,C3,P4,2794
BO,3,3,17,I3,H3,C4,P3,87871
BO,3,3,17,I5,H1,C1,P4,18411
BO,3,4,17,I1,H4,C1,P3,26799
BO,3,4,17,I2,H2,C4,P2,9817
BO,3,4,17,I1,H4,C5,P3,1076
BO,3,5,17,I2,H5,C4,P4,739
BO,3,5,17,I2,H1,C4,P4,394759
BO,3,5,17,I1,H2,C4,P4,399845
BO,3,6,17,I5,H1,C4,P4,68986
BO,3,6,17,I1,H1,C4,P4,357030
BO,3,6,17,I4,H4,C4,P4,296285
BO,3,7,17,I1,H4,C4,P1,79212
BO,3,7,17,I2,H5,C3,P1,98
BO,3,7,17,I2,H5,C5,P3,156
BO,3,8,17,I2,H4,C4,P4,218758
BO,3,8,17,I3,H4,C4,P4,89478
BO,3,8,17,I5,H5,C1,P4,237
BO,3,9,17,I4,H3,C4,P4,7066
BO,3,9,17,I5,H2,C1,P1,12310
BO,3,9,17,I5,H4,C1,P1,80915
BO,3,10,17,I4,H1,C4,P4,10865
BO,3,10,17,I1,H4,C2,P1,178299
BO,3,10,17,I1,H2,C2,P1,1318
BO,3,11,17,I1,H1,C5,P4,6858
BO,3,11,17,I1,H1,C2,P4,70151
BO,3,11,17,I1,H3,C3,P4,4138
BO,3,12,17,I3,H3,C4,P1,2850
BO,3,12,17,I3,H2,C4,P4,87686
BO,3,12,17,I3,H2,C4,P1,1131
BO,3,13,17,I1,H3,C4,P1,3401
BO,3,13,17,I1,H1,C4,P1,255
BO,3,13,17,I2,H1,C3,P1,11
BO,3,14,17,I4,H5,C5,P2,69154
BO,3,14,17,I4,H5,C2,P2,79
BO,3,14,17,I4,H5,C3,P2,97728
BO,3,15,17,I3,H3,C4,P2,2832
BO,3,15,17,I3,H2,C4,P2,670
BO,3,15,17,I3,H1,C4,P2,5106
BO,3,16,17,I5,H4,C4,P4,225354
BO,3,16,17,I4,H3,C4,P3,1243932
BO,3,16,17,I4,H2,C4,P3,1317074
BO,3,17,17,I4,H2,C2,P3,576
BO,3,17,17,I4,H2,C1,P3,4469
BO,3,17,17,I4,H2,C3,P3,719
BO,3,18,17,I4,H5,C4,P3,828
BO,3,18,17,I3,H1,C2,P4,2821
BO,3,18,17,I5,H5,C4,P3,965
BO,3,19,17,I4,H1,C4,P3,18519
BO,3,19,17,I4,H4,C4,P3,7499
BO,3,19,17,I5,H2,C4,P3,82456
BO,3,20,17,I1,H4,C5,P2,175
BO,3,20,17,I2,H4,C2,P2,7585
BO,3,20,17,I3,H4,C5,P2,684
BO,3,21,17,I4,H2,C4,P1,31476
BO,3,21,17,I4,H2,C4,P2,23152
BO,3,21,17,I1,H1,C4,P2,2488
BO,3,22,17,I5,H2,C3,P2,740
BO,3,22,17,I5,H3,C3,P2,727
BO,3,22,17,I2,H3,C3,P2,138
BO,3,23,17,I3,H3,C3,P1,69
BO,3,23,17,I2,H3,C3,P1,259
BO,3,23,17,I1,H2,C3,P1,67
BO,3,24,17,I2,H1,C3,P3,260
BO,3,24,17,I3,H1,C3,P3,185
BO,3,24,17,I5,H1,C3,P3,809
BO,3,25,17,I2,H2,C2,P2,65
BO,3,25,17,I1,H3,C2,P2,563
BO,3,25,17,I3,H3,C2,P2,114
BO,3,26,17,I1,H1,C2,P3,13047
BO,3,26,17,I2,H1,C2,P3,12701
BO,3,26,17,I3,H1,C2,P3,5071
BO,3,27,17,I1,H2,C1,P3,435
BO,3,27,17,I3,H2,C1,P3,8565
BO,3,27,17,I2,H3,C2,P3,738
BO,3,28,17,I3,H5,C5,P4,51
BO,3,28,17,I2,H5,C5,P4,1133
BO,3,28,17,I5,H5,C5,P4,828
BO,3,29,17,I2,H1,C1,P1,4355
BO,3,29,17,I3,H1,C1,P1,2516
BO,3,29,17,I1,H1,C1,P2,3689
BO,3,30,17,I5,H4,C3,P4,5903
BO,3,30,17,I2,H4,C3,P4,12380
BO,3,30,17,I3,H4,C2,P4,7944
BO,3,1,18,I4,H5,C5,P2,69154
BO,3,1,18,I3,H5,C1,P1,275
BO,3,1,18,I2,H4,C3,P3,81404
BO,3,2,18,I3,H3,C5,P1,176
BO,3,2,18,I1,H3,C3,P3,66106
BO,3,2,18,I4,H2,C5,P1,387
BO,3,3,18,I4,H1,C2,P4,1995
BO,3,3,18,I4,H2,C3,P2,198
BO,3,3,18,I2,H1,C3,P1,11
BO,3,4,18,I5,H2,C5,P4,368
BO,3,4,18,I5,H1,C1,P2,517
BO,3,4,18,I5,H4,C1,P4,1056921
BO,3,5,18,I5,H4,C3,P4,5903
BO,3,5,18,I1,H4,C2,P2,8411
BO,3,5,18,I3,H4,C5,P1,611
BO,3,6,18,I5,H2,C1,P4,42713
BO,3,6,18,I1,H5,C1,P4,10536
BO,3,6,18,I2,H3,C1,P4,15196
BO,3,7,18,I3,H4,C1,P3,544517
BO,3,7,18,I2,H4,C1,P2,1161728
BO,3,7,18,I1,H4,C1,P2,1171921
BO,3,8,18,I1,H4,C1,P3,26799
BO,3,8,18,I1,H4,C1,P1,182961
BO,3,8,18,I4,H4,C1,P1,153113
BO,3,9,18,I4,H4,C1,P2,239155
BO,3,9,18,I3,H5,C4,P2,123056
BO,3,9,18,I5,H4,C1,P2,197486
BO,3,10,18,I1,H2,C3,P2,5681
BO,3,10,18,I2,H2,C3,P2,22643
BO,3,10,18,I1,H1,C1,P2,3689
BO,3,11,18,I4,H3,C5,P2,3095
BO,3,11,18,I5,H4,C3,P3,314
BO,3,11,18,I4,H3,C4,P2,26785
BO,3,12,18,I5,H4,C1,P1,80915
BO,3,12,18,I4,H1,C1,P1,768
BO,3,12,18,I4,H2,C1,P3,4469
BO,3,13,18,I3,H3,C1,P3,6722
BO,3,13,18,I3,H5,C1,P3,17599
BO,3,13,18,I1,H3,C1,P2,907
BO,3,14,18,I4,H2,C5,P1,387
BO,3,14,18,I3,H4,C1,P4,162449
BO,3,14,18,I1,H1,C3,P3,235
BO,3,15,18,I4,H5,C5,P2,69154
BO,3,15,18,I1,H4,C1,P4,1422626
BO,3,15,18,I2,H4,C1,P4,1682296
BO,3,16,18,I1,H2,C4,P2,2799
BO,3,16,18,I2,H2,C4,P2,9817
BO,3,16,18,I1,H3,C4,P2,4374
BO,3,17,18,I1,H2,C4,P2,2799
BO,3,17,18,I1,H5,C1,P1,552
BO,3,17,18,I2,H1,C1,P1,4355
BO,3,18,18,I5,H4,C4,P1,806841
BO,3,18,18,I5,H4,C2,P1,1192715
BO,3,18,18,I5,H4,C5,P1,9112
BO,3,19,18,I5,H1,C5,P2,48601
BO,3,19,18,I2,H1,C5,P2,97843
BO,3,19,18,I1,H1,C5,P2,4490
BO,3,20,18,I1,H5,C3,P2,351
BO,3,20,18,I2,H5,C3,P2,313
BO,3,20,18,I1,H5,C2,P2,144
BO,3,21,18,I4,H4,C5,P2,4125
BO,3,21,18,I4,H4,C5,P4,2228
BO,3,21,18,I2,H5,C5,P2,22103
BO,3,22,18,I2,H1,C4,P4,394759
BO,3,22,18,I1,H1,C4,P4,357030
BO,3,22,18,I1,H5,C3,P4,423
BO,3,23,18,I1,H3,C1,P4,29072
BO,3,23,18,I1,H1,C1,P4,1061
BO,3,23,18,I1,H2,C1,P4,186
BO,3,24,18,I3,H5,C1,P4,468
BO,3,24,18,I3,H3,C1,P4,52156
BO,3,24,18,I3,H1,C1,P4,34
BO,3,25,18,I4,H4,C2,P2,25881
BO,3,25,18,I4,H4,C4,P2,1830
BO,3,25,18,I4,H4,C4,P4,296285
BO,3,26,18,I5,H5,C5,P1,198
BO,3,26,18,I5,H3,C5,P1,4533
BO,3,26,18,I5,H2,C5,P1,861
BO,3,27,18,I3,H4,C1,P4,162449
BO,3,27,18,I5,H2,C3,P2,740
BO,3,27,18,I5,H5,C3,P2,5679
BO,3,28,18,I3,H4,C4,P4,89478
BO,3,28,18,I3,H4,C2,P4,7944
BO,3,28,18,I3,H4,C4,P2,451
BO,3,29,18,I3,H1,C5,P3,386
BO,3,29,18,I3,H5,C5,P3,2004
BO,3,29,18,I3,H3,C5,P3,2228
BO,3,30,18,I1,H1,C2,P1,1654
BO,3,30,18,I2,H1,C2,P1,2440
BO,3,30,18,I1,H3,C2,P1,3254
BO,3,1,19,I1,H3,C3,P4,4138
BO,3,1,19,I2,H1,C3,P3,260
BO,3,1,19,I2,H1,C1,P4,364
BO,3,2,19,I4,H4,C2,P2,25881
