Suggest_Method,n,Iteration,Repeat,I,H,C,P,Highest_Observed_Fluorescence
Random,2,26,19,I2,H2,C2,P1,156
Random,2,27,19,I4,H1,C1,P3,10066
Random,2,27,19,I5,H4,C5,P1,9112
Random,2,28,19,I3,H2,C1,P2,2505
Random,2,28,19,I2,H5,C3,P1,98
Random,2,29,19,I4,H2,C1,P4,1624
Random,2,29,19,I5,H1,C2,P2,13391
Random,2,30,19,I1,H2,C1,P2,332
Random,2,30,19,I1,H4,C4,P1,79212
Random,2,31,19,I1,H4,C5,P3,1076
Random,2,31,19,I1,H2,C2,P4,72535
Random,2,32,19,I2,H5,C5,P1,204
Random,2,32,19,I2,H1,C2,P4,4276
Random,2,33,19,I2,H4,C2,P3,717
Random,2,33,19,I5,H2,C3,P2,740
Random,2,34,19,I5,H4,C1,P2,197486
Random,2,34,19,I1,H2,C2,P2,87
Random,2,35,19,I5,H1,C5,P3,634
Random,2,35,19,I1,H4,C5,P1,690
Random,2,36,19,I2,H3,C2,P2,213
Random,2,36,19,I4,H1,C1,P4,106
Random,2,37,19,I1,H5,C3,P2,351
Random,2,37,19,I5,H4,C1,P2,197486
Random,2,38,19,I4,H1,C1,P2,129
Random,2,38,19,I1,H2,C1,P4,186
Random,2,39,19,I3,H2,C5,P3,484
Random,2,39,19,I1,H2,C1,P2,332
Random,2,40,19,I3,H4,C2,P4,7944
Random,2,40,19,I5,H1,C2,P3,2898
Random,2,41,19,I1,H3,C3,P1,159
Random,2,41,19,I1,H3,C1,P2,907
Random,2,42,19,I2,H5,C3,P3,113506
Random,2,42,19,I4,H1,C2,P1,2964
Random,2,43,19,I3,H5,C1,P3,17599
Random,2,43,19,I4,H4,C3,P1,187
Random,2,44,19,I2,H5,C1,P1,299
Random,2,44,19,I3,H3,C1,P2,2693
Random,2,45,19,I4,H4,C5,P3,83
Random,2,45,19,I5,H1,C4,P2,1451
Random,2,46,19,I1,H3,C5,P1,4368
Random,2,46,19,I3,H2,C4,P2,670
Random,2,47,19,I1,H1,C4,P2,2488
Random,2,47,19,I2,H2,C4,P2,9817
Random,2,48,19,I4,H4,C5,P2,4125
Random,2,48,19,I3,H2,C4,P3,2674917
Random,2,49,19,I4,H4,C2,P1,142493
Random,2,49,19,I4,H2,C4,P1,31476
Random,2,50,19,I4,H2,C5,P2,14505
Random,2,50,19,I3,H5,C4,P2,123056
Random,2,1,20,I5,H2,C2,P3,439
Random,2,1,20,I3,H1,C3,P1,24
Random,2,2,20,I4,H4,C3,P1,187
Random,2,2,20,I3,H4,C5,P1,611
Random,2,3,20,I2,H1,C3,P3,260
Random,2,3,20,I1,H5,C3,P2,351
Random,2,4,20,I4,H5,C3,P4,1341
Random,2,4,20,I4,H2,C1,P4,1624
Random,2,5,20,I4,H4,C4,P2,1830
Random,2,5,20,I3,H2,C5,P3,484
Random,2,6,20,I3,H3,C5,P2,1071
Random,2,6,20,I3,H3,C2,P1,1764
Random,2,7,20,I5,H3,C4,P2,27981
Random,2,7,20,I5,H5,C5,P2,9884
Random,2,8,20,I5,H2,C3,P3,80824
Random,2,8,20,I4,H3,C3,P2,1122
Random,2,9,20,I1,H3,C5,P3,1996
Random,2,9,20,I4,H3,C1,P3,3986
Random,2,10,20,I3,H3,C2,P2,114
Random,2,10,20,I1,H1,C5,P1,6995
Random,2,11,20,I2,H5,C3,P1,98
Random,2,11,20,I2,H2,C5,P2,2128
Random,2,12,20,I5,H2,C5,P4,368
Random,2,12,20,I4,H5,C1,P1,307
Random,2,13,20,I5,H5,C4,P2,7898
Random,2,13,20,I3,H2,C5,P3,484
Random,2,14,20,I2,H2,C2,P4,5820
Random,2,14,20,I1,H2,C5,P2,91091
Random,2,15,20,I3,H4,C5,P4,1162
Random,2,15,20,I4,H2,C4,P2,23152
Random,2,16,20,I1,H1,C2,P1,1654
Random,2,16,20,I4,H2,C3,P1,26
Random,2,17,20,I5,H3,C3,P4,381
Random,2,17,20,I5,H3,C4,P4,14484
Random,2,18,20,I5,H3,C1,P4,25234
Random,2,18,20,I3,H1,C3,P3,185
Random,2,19,20,I3,H2,C5,P4,293
Random,2,19,20,I2,H4,C3,P3,81404
Random,2,20,20,I4,H1,C3,P3,127
Random,2,20,20,I5,H5,C4,P4,1427
Random,2,21,20,I5,H3,C1,P2,3299
Random,2,21,20,I4,H5,C3,P3,3806
Random,2,22,20,I1,H5,C2,P2,144
Random,2,22,20,I1,H3,C2,P4,1392
Random,2,23,20,I1,H5,C2,P1,3260
Random,2,23,20,I1,H2,C4,P2,2799
Random,2,24,20,I1,H5,C5,P2,1337
Random,2,24,20,I3,H5,C2,P2,51
Random,2,25,20,I2,H1,C3,P2,459
Random,2,25,20,I2,H3,C5,P3,6386
Random,2,26,20,I5,H1,C5,P3,634
Random,2,26,20,I2,H2,C1,P3,1187
Random,2,27,20,I2,H4,C2,P1,642076
Random,2,27,20,I3,H2,C4,P3,2674917
Random,2,28,20,I2,H1,C4,P2,807121
Random,2,28,20,I2,H4,C4,P1,768578
Random,2,29,20,I1,H1,C1,P4,1061
Random,2,29,20,I5,H4,C2,P3,208
Random,2,30,20,I1,H1,C2,P2,80
Random,2,30,20,I2,H5,C5,P3,156
Random,2,31,20,I1,H1,C5,P4,6858
Random,2,31,20,I1,H4,C5,P2,175
Random,2,32,20,I1,H3,C1,P3,7073
Random,2,32,20,I5,H4,C4,P2,5605
Random,2,33,20,I3,H2,C3,P1,8
Random,2,33,20,I4,H5,C4,P3,828
Random,2,34,20,I5,H4,C4,P2,5605
Random,2,34,20,I5,H5,C2,P1,6
Random,2,35,20,I5,H2,C5,P3,2388
Random,2,35,20,I4,H1,C3,P2,494
Random,2,36,20,I4,H5,C3,P3,3806
Random,2,36,20,I3,H2,C3,P4,608
Random,2,37,20,I3,H4,C4,P2,451
Random,2,37,20,I1,H1,C4,P2,2488
Random,2,38,20,I4,H1,C5,P4,1214
Random,2,38,20,I1,H5,C4,P4,43692
Random,2,39,20,I2,H3,C3,P3,840
Random,2,39,20,I1,H4,C1,P1,182961
Random,2,40,20,I2,H5,C5,P1,204
Random,2,40,20,I3,H3,C4,P2,2832
Random,2,41,20,I5,H3,C1,P4,25234
Random,2,41,20,I3,H5,C1,P3,17599
Random,2,42,20,I3,H1,C2,P1,613
Random,2,42,20,I4,H3,C2,P1,856
Random,2,43,20,I2,H2,C1,P3,1187
Random,2,43,20,I2,H5,C3,P2,313
Random,2,44,20,I2,H2,C3,P1,11
Random,2,44,20,I2,H1,C5,P3,1102699
Random,2,45,20,I1,H3,C5,P3,1996
Random,2,45,20,I2,H2,C2,P2,65
Random,2,46,20,I2,H2,C3,P2,22643
Random,2,46,20,I3,H1,C2,P4,2821
Random,2,47,20,I4,H4,C5,P2,4125
Random,2,47,20,I3,H1,C2,P3,5071
Random,2,48,20,I2,H2,C1,P1,60221
Random,2,48,20,I5,H1,C5,P4,3239
Random,2,49,20,I4,H2,C3,P3,719
Random,2,49,20,I5,H4,C2,P3,208
Random,2,50,20,I2,H1,C3,P1,11
Random,2,50,20,I1,H3,C1,P2,907
Random,2,1,21,I1,H5,C4,P2,1189738
Random,2,1,21,I2,H5,C3,P2,313
Random,2,2,21,I2,H3,C3,P1,259
Random,2,2,21,I1,H4,C2,P1,178299
Random,2,3,21,I5,H4,C1,P4,1056921
Random,2,3,21,I1,H1,C2,P1,1654
Random,2,4,21,I1,H4,C4,P2,89908
Random,2,4,21,I3,H3,C2,P3,575
Random,2,5,21,I3,H5,C1,P3,17599
Random,2,5,21,I5,H1,C5,P2,48601
Random,2,6,21,I2,H3,C4,P3,525213
Random,2,6,21,I4,H1,C4,P2,10374
Random,2,7,21,I4,H2,C4,P2,23152
Random,2,7,21,I1,H2,C1,P3,435
Random,2,8,21,I4,H3,C1,P1,715
Random,2,8,21,I2,H4,C2,P2,7585
Random,2,9,21,I2,H1,C4,P4,394759
Random,2,9,21,I1,H5,C5,P3,187
Random,2,10,21,I5,H3,C5,P2,1507
Random,2,10,21,I4,H2,C2,P4,321
Random,2,11,21,I5,H4,C2,P1,1192715
Random,2,11,21,I3,H5,C3,P3,73296
Random,2,12,21,I1,H4,C3,P4,390622
Random,2,12,21,I5,H1,C4,P2,1451
Random,2,13,21,I3,H2,C1,P4,24
Random,2,13,21,I5,H2,C1,P4,42713
Random,2,14,21,I1,H5,C5,P2,1337
Random,2,14,21,I1,H5,C4,P4,43692
Random,2,15,21,I5,H5,C5,P3,2468
Random,2,15,21,I4,H4,C3,P1,187
Random,2,16,21,I1,H3,C4,P4,5274
Random,2,16,21,I1,H3,C3,P1,159
Random,2,17,21,I3,H4,C1,P3,544517
Random,2,17,21,I5,H1,C5,P3,634
Random,2,18,21,I1,H3,C5,P2,11357
Random,2,18,21,I5,H5,C4,P4,1427
Random,2,19,21,I3,H2,C5,P3,484
Random,2,19,21,I4,H5,C3,P3,3806
Random,2,20,21,I1,H1,C3,P1,35
Random,2,20,21,I2,H4,C1,P3,549731
Random,2,21,21,I1,H4,C1,P1,182961
Random,2,21,21,I3,H3,C2,P3,575
Random,2,22,21,I5,H2,C4,P3,82456
Random,2,22,21,I3,H1,C3,P1,24
Random,2,23,21,I3,H3,C1,P2,2693
Random,2,23,21,I1,H1,C3,P2,3192
Random,2,24,21,I4,H1,C5,P3,270
Random,2,24,21,I4,H3,C5,P4,307
Random,2,25,21,I1,H5,C2,P4,545
Random,2,25,21,I2,H2,C3,P3,11373
Random,2,26,21,I3,H2,C4,P3,2674917
Random,2,26,21,I5,H1,C1,P4,18411
Random,2,27,21,I2,H3,C3,P3,840
Random,2,27,21,I2,H5,C4,P2,596857
Random,2,28,21,I2,H2,C5,P3,234
Random,2,28,21,I3,H5,C2,P3,116
Random,2,29,21,I3,H1,C1,P3,5964
Random,2,29,21,I2,H1,C1,P2,500
Random,2,30,21,I3,H4,C3,P1,102
Random,2,30,21,I2,H3,C3,P3,840
Random,2,31,21,I1,H3,C4,P4,5274
Random,2,31,21,I5,H2,C3,P3,80824
Random,2,32,21,I5,H5,C5,P3,2468
Random,2,32,21,I2,H4,C4,P3,6751
Random,2,33,21,I5,H1,C1,P4,18411
Random,2,33,21,I4,H4,C5,P4,2228
Random,2,34,21,I5,H5,C2,P1,6
Random,2,34,21,I2,H2,C2,P4,5820
Random,2,35,21,I3,H2,C3,P2,152
Random,2,35,21,I4,H2,C4,P3,1317074
Random,2,36,21,I4,H5,C1,P2,26
Random,2,36,21,I4,H2,C5,P2,14505
Random,2,37,21,I3,H2,C1,P2,2505
Random,2,37,21,I4,H2,C2,P4,321
Random,2,38,21,I2,H4,C1,P3,549731
Random,2,38,21,I4,H4,C3,P2,1014
Random,2,39,21,I1,H3,C1,P4,29072
Random,2,39,21,I5,H3,C3,P3,6468
Random,2,40,21,I4,H3,C2,P4,729
Random,2,40,21,I4,H2,C3,P4,463
Random,2,41,21,I2,H2,C4,P3,347695
Random,2,41,21,I4,H4,C1,P2,239155
Random,2,42,21,I4,H1,C4,P4,10865
Random,2,42,21,I4,H1,C2,P3,6059
Random,2,43,21,I3,H2,C1,P1,1041
Random,2,43,21,I3,H4,C3,P1,102
Random,2,44,21,I5,H3,C2,P2,622
Random,2,44,21,I2,H1,C4,P1,333
Random,2,45,21,I2,H5,C1,P2,180
Random,2,45,21,I3,H1,C4,P2,5106
Random,2,46,21,I5,H2,C2,P4,477
Random,2,46,21,I2,H3,C2,P4,397
Random,2,47,21,I3,H3,C1,P2,2693
Random,2,47,21,I1,H3,C3,P1,159
Random,2,48,21,I2,H2,C1,P2,1438
Random,2,48,21,I3,H3,C5,P3,2228
Random,2,49,21,I4,H5,C2,P3,14602
Random,2,49,21,I5,H2,C4,P4,77495
Random,2,50,21,I2,H1,C1,P4,364
Random,2,50,21,I2,H3,C2,P3,738
Random,2,1,22,I2,H5,C5,P4,1133
Random,2,1,22,I5,H3,C5,P2,1507
Random,2,2,22,I1,H4,C4,P4,571132
Random,2,2,22,I1,H4,C3,P2,12380
Random,2,3,22,I5,H5,C2,P1,6
Random,2,3,22,I2,H5,C3,P1,98
Random,2,4,22,I5,H4,C5,P2,2556
Random,2,4,22,I4,H5,C3,P4,1341
Random,2,5,22,I2,H5,C3,P2,313
Random,2,5,22,I4,H1,C2,P1,2964
Random,2,6,22,I2,H1,C3,P1,11
Random,2,6,22,I3,H3,C4,P1,2850
Random,2,7,22,I3,H3,C1,P4,52156
Random,2,7,22,I5,H2,C4,P3,82456
Random,2,8,22,I5,H4,C3,P2,775
Random,2,8,22,I3,H4,C1,P3,544517
Random,2,9,22,I1,H5,C4,P2,1189738
Random,2,9,22,I2,H1,C3,P2,459
Random,2,10,22,I1,H2,C1,P2,332
Random,2,10,22,I1,H4,C2,P4,53404
Random,2,11,22,I4,H1,C2,P4,1995
Random,2,11,22,I5,H1,C1,P1,3776
Random,2,12,22,I1,H1,C2,P3,13047
Random,2,12,22,I1,H3,C1,P2,907
Random,2,13,22,I3,H5,C2,P4,2681
Random,2,13,22,I1,H2,C3,P2,5681
Random,2,14,22,I5,H3,C3,P1,25
Random,2,14,22,I1,H3,C5,P2,11357
Random,2,15,22,I1,H3,C4,P3,40329
Random,2,15,22,I5,H2,C2,P3,439
Random,2,16,22,I5,H1,C5,P1,3490
Random,2,16,22,I1,H1,C4,P3,5027
Random,2,17,22,I2,H5,C1,P2,180
Random,2,17,22,I1,H5,C3,P2,351
Random,2,18,22,I1,H3,C5,P3,1996
Random,2,18,22,I3,H4,C4,P1,99899
Random,2,19,22,I1,H4,C1,P2,1171921
Random,2,19,22,I2,H1,C2,P1,2440
Random,2,20,22,I1,H1,C5,P3,2681
Random,2,20,22,I3,H1,C2,P2,444
Random,2,21,22,I4,H1,C3,P1,13
Random,2,21,22,I5,H4,C2,P2,38684
Random,2,22,22,I2,H2,C5,P1,432
Random,2,22,22,I2,H1,C2,P2,625
Random,2,23,22,I3,H4,C4,P1,99899
Random,2,23,22,I2,H3,C5,P1,5717
Random,2,24,22,I2,H3,C3,P1,259
Random,2,24,22,I4,H3,C1,P2,1685
Random,2,25,22,I4,H5,C3,P2,97728
Random,2,25,22,I5,H5,C4,P1,50
Random,2,26,22,I2,H3,C4,P1,2109
Random,2,26,22,I1,H4,C4,P4,571132
Random,2,27,22,I4,H4,C2,P3,7197
Random,2,27,22,I3,H2,C3,P4,608
Random,2,28,22,I4,H5,C1,P3,7614
Random,2,28,22,I3,H2,C3,P1,8
Random,2,29,22,I4,H4,C3,P3,1274
Random,2,29,22,I2,H2,C5,P4,614
Random,2,30,22,I5,H2,C3,P4,299
Random,2,30,22,I3,H1,C2,P3,5071
Random,2,31,22,I5,H3,C4,P4,14484
Random,2,31,22,I4,H2,C3,P3,719
Random,2,32,22,I4,H1,C5,P3,270
Random,2,32,22,I3,H3,C4,P1,2850
Random,2,33,22,I1,H5,C2,P3,955
Random,2,33,22,I1,H1,C3,P3,235
Random,2,34,22,I1,H3,C2,P1,3254
Random,2,34,22,I3,H5,C2,P3,116
Random,2,35,22,I3,H4,C1,P1,12391
Random,2,35,22,I3,H4,C5,P1,611
Random,2,36,22,I2,H2,C4,P2,9817
Random,2,36,22,I2,H2,C2,P4,5820
Random,2,37,22,I3,H1,C4,P1,402
Random,2,37,22,I3,H3,C2,P4,306
Random,2,38,22,I1,H3,C5,P2,11357
Random,2,38,22,I2,H5,C2,P4,1400
Random,2,39,22,I1,H4,C4,P3,10325
Random,2,39,22,I4,H3,C1,P2,1685
Random,2,40,22,I5,H2,C3,P3,80824
Random,2,40,22,I2,H5,C3,P3,113506
Random,2,41,22,I1,H2,C3,P4,50003
Random,2,41,22,I2,H5,C3,P4,448
Random,2,42,22,I4,H5,C5,P2,69154
Random,2,42,22,I4,H5,C2,P3,14602
Random,2,43,22,I2,H2,C4,P3,347695
Random,2,43,22,I1,H3,C2,P3,444
Random,2,44,22,I5,H3,C1,P3,552
Random,2,44,22,I3,H2,C4,P1,1131
Random,2,45,22,I5,H4,C5,P4,1068
Random,2,45,22,I1,H2,C5,P2,91091
Random,2,46,22,I1,H4,C4,P4,571132
Random,2,46,22,I3,H5,C2,P3,116
Random,2,47,22,I2,H2,C5,P4,614
Random,2,47,22,I4,H1,C4,P4,10865
Random,2,48,22,I5,H2,C3,P1,64
Random,2,48,22,I2,H5,C2,P1,1007
Random,2,49,22,I2,H4,C5,P4,3997
Random,2,49,22,I5,H4,C1,P4,1056921
Random,2,50,22,I1,H1,C2,P4,70151
Random,2,50,22,I5,H3,C2,P2,622
Random,2,1,23,I3,H2,C3,P4,608
Random,2,1,23,I4,H5,C5,P1,139
Random,2,2,23,I3,H2,C5,P2,30022
Random,2,2,23,I4,H4,C2,P4,31394
Random,2,3,23,I1,H4,C2,P1,178299
Random,2,3,23,I4,H3,C5,P2,3095
Random,2,4,23,I5,H1,C1,P3,1428
Random,2,4,23,I5,H2,C1,P1,12310
Random,2,5,23,I5,H1,C1,P4,18411
Random,2,5,23,I1,H2,C5,P2,91091
Random,2,6,23,I3,H3,C4,P1,2850
Random,2,6,23,I1,H2,C2,P3,119
Random,2,7,23,I3,H5,C4,P1,36
Random,2,7,23,I4,H3,C3,P4,714
Random,2,8,23,I1,H3,C5,P2,11357
Random,2,8,23,I3,H3,C2,P3,575
Random,2,9,23,I5,H4,C1,P4,1056921
Random,2,9,23,I3,H5,C1,P3,17599
Random,2,10,23,I4,H2,C1,P4,1624
Random,2,10,23,I3,H3,C2,P1,1764
Random,2,11,23,I1,H2,C2,P1,1318
Random,2,11,23,I2,H5,C5,P1,204
Random,2,12,23,I2,H4,C2,P4,14916
Random,2,12,23,I2,H3,C2,P2,213
Random,2,13,23,I2,H2,C2,P1,156
Random,2,13,23,I4,H4,C4,P2,1830
Random,2,14,23,I3,H3,C2,P1,1764
Random,2,14,23,I1,H4,C5,P2,175
Random,2,15,23,I4,H1,C1,P3,10066
Random,2,15,23,I4,H2,C1,P2,2768
Random,2,16,23,I1,H1,C2,P2,80
Random,2,16,23,I4,H5,C5,P3,1351
Random,2,17,23,I4,H1,C5,P3,270
Random,2,17,23,I3,H4,C2,P4,7944
Random,2,18,23,I1,H2,C5,P1,300
Random,2,18,23,I1,H5,C3,P4,423
Random,2,19,23,I3,H4,C5,P4,1162
Random,2,19,23,I2,H4,C1,P3,549731
Random,2,20,23,I2,H2,C5,P2,2128
Random,2,20,23,I1,H1,C2,P4,70151
Random,2,21,23,I1,H2,C2,P4,72535
Random,2,21,23,I5,H4,C5,P3,399
Random,2,22,23,I3,H4,C4,P2,451
Random,2,22,23,I4,H2,C4,P2,23152
Random,2,23,23,I4,H3,C4,P3,1243932
Random,2,23,23,I4,H1,C2,P4,1995
Random,2,24,23,I1,H2,C2,P1,1318
Random,2,24,23,I3,H5,C4,P1,36
Random,2,25,23,I5,H5,C3,P4,1807
Random,2,25,23,I3,H4,C4,P2,451
Random,2,26,23,I5,H4,C3,P1,61707
Random,2,26,23,I5,H1,C2,P3,2898
Random,2,27,23,I4,H5,C1,P3,7614
Random,2,27,23,I3,H5,C3,P4,657
Random,2,28,23,I1,H1,C4,P2,2488
Random,2,28,23,I5,H3,C3,P3,6468
Random,2,29,23,I2,H1,C1,P1,4355
Random,2,29,23,I5,H5,C5,P2,9884
Random,2,30,23,I2,H3,C1,P3,5224
Random,2,30,23,I2,H4,C5,P1,9539
Random,2,31,23,I4,H3,C5,P4,307
Random,2,31,23,I4,H1,C2,P4,1995
Random,2,32,23,I4,H3,C4,P3,1243932
Random,2,32,23,I3,H1,C5,P3,386
Random,2,33,23,I1,H4,C1,P3,26799
Random,2,33,23,I3,H1,C4,P4,33311
Random,2,34,23,I3,H1,C2,P2,444
Random,2,34,23,I1,H1,C2,P4,70151
Random,2,35,23,I1,H2,C3,P3,4151
Random,2,35,23,I1,H3,C3,P2,528
Random,2,36,23,I1,H2,C1,P3,435
Random,2,36,23,I3,H5,C4,P1,36
Random,2,37,23,I4,H3,C2,P4,729
Random,2,37,23,I1,H5,C4,P3,23348
Random,2,38,23,I3,H4,C4,P1,99899
Random,2,38,23,I3,H1,C5,P2,11260
Random,2,39,23,I4,H5,C5,P1,139
Random,2,39,23,I1,H5,C3,P2,351
Random,2,40,23,I4,H4,C2,P4,31394
Random,2,40,23,I3,H5,C3,P4,657
Random,2,41,23,I4,H5,C5,P4,127
Random,2,41,23,I2,H2,C5,P3,234
Random,2,42,23,I4,H2,C4,P4,55257
Random,2,42,23,I4,H1,C1,P4,106
Random,2,43,23,I2,H4,C5,P4,3997
Random,2,43,23,I5,H5,C5,P3,2468
Random,2,44,23,I1,H1,C3,P3,235
Random,2,44,23,I3,H3,C4,P2,2832
Random,2,45,23,I1,H5,C5,P2,1337
Random,2,45,23,I5,H1,C4,P4,68986
Random,2,46,23,I2,H3,C2,P1,2141
Random,2,46,23,I2,H4,C4,P4,218758
Random,2,47,23,I4,H5,C4,P3,828
Random,2,47,23,I4,H4,C4,P1,1003785
Random,2,48,23,I3,H4,C3,P3,2399
Random,2,48,23,I1,H1,C3,P3,235
Random,2,49,23,I1,H2,C3,P4,50003
Random,2,49,23,I1,H4,C5,P2,175
Random,2,50,23,I4,H2,C2,P4,321
Random,2,50,23,I1,H4,C5,P1,690
Random,2,1,24,I2,H3,C5,P1,5717
Random,2,1,24,I1,H1,C2,P1,1654
Random,2,2,24,I5,H1,C2,P2,13391
Random,2,2,24,I5,H1,C4,P1,8119
Random,2,3,24,I4,H5,C5,P3,1351
Random,2,3,24,I3,H1,C1,P2,176
Random,2,4,24,I4,H2,C5,P1,387
Random,2,4,24,I4,H4,C3,P2,1014
Random,2,5,24,I1,H3,C4,P3,40329
Random,2,5,24,I1,H2,C4,P4,399845
Random,2,6,24,I2,H3,C2,P1,2141
Random,2,6,24,I2,H5,C2,P3,463
Random,2,7,24,I4,H2,C1,P2,2768
Random,2,7,24,I1,H4,C3,P1,36
Random,2,8,24,I2,H2,C4,P1,4295
Random,2,8,24,I1,H5,C3,P2,351
Random,2,9,24,I2,H2,C3,P2,22643
Random,2,9,24,I4,H4,C4,P4,296285
Random,2,10,24,I3,H4,C4,P4,89478
Random,2,10,24,I4,H4,C5,P2,4125
Random,2,11,24,I1,H1,C2,P4,70151
Random,2,11,24,I4,H3,C4,P1,452
Random,2,12,24,I1,H1,C1,P1,960
Random,2,12,24,I4,H3,C4,P2,26785
Random,2,13,24,I1,H3,C2,P4,1392
Random,2,13,24,I5,H5,C2,P3,33831
Random,2,14,24,I4,H4,C3,P3,1274
Random,2,14,24,I4,H5,C4,P1,52
Random,2,15,24,I3,H2,C4,P4,87686
Random,2,15,24,I4,H1,C2,P3,6059
Random,2,16,24,I3,H2,C1,P1,1041
Random,2,16,24,I2,H5,C2,P1,1007
Random,2,17,24,I5,H5,C4,P3,965
Random,2,17,24,I2,H2,C1,P2,1438
Random,2,18,24,I1,H3,C1,P2,907
Random,2,18,24,I1,H5,C4,P4,43692
Random,2,19,24,I3,H4,C3,P4,23537
Random,2,19,24,I5,H4,C5,P3,399
Random,2,20,24,I1,H5,C4,P2,1189738
Random,2,20,24,I1,H2,C5,P3,1604
Random,2,21,24,I5,H2,C2,P3,439
Random,2,21,24,I5,H3,C4,P1,912
Random,2,22,24,I4,H3,C2,P2,781
Random,2,22,24,I3,H5,C5,P3,2004
Random,2,23,24,I5,H2,C1,P2,2170
Random,2,23,24,I1,H3,C4,P2,4374
Random,2,24,24,I5,H2,C2,P4,477
Random,2,24,24,I2,H5,C1,P4,1083
Random,2,25,24,I1,H2,C4,P1,1023
Random,2,25,24,I1,H4,C1,P2,1171921
Random,2,26,24,I3,H3,C5,P1,176
Random,2,26,24,I3,H1,C5,P3,386
Random,2,27,24,I1,H5,C4,P4,43692
Random,2,27,24,I4,H1,C1,P2,129
Random,2,28,24,I1,H3,C5,P3,1996
Random,2,28,24,I2,H1,C2,P2,625
Random,2,29,24,I4,H5,C1,P3,7614
Random,2,29,24,I3,H1,C1,P3,5964
Random,2,30,24,I1,H2,C4,P1,1023
Random,2,30,24,I2,H4,C3,P2,84917
Random,2,31,24,I5,H4,C5,P1,9112
Random,2,31,24,I3,H5,C2,P4,2681
Random,2,32,24,I1,H2,C1,P1,556
Random,2,32,24,I2,H1,C3,P4,5642
Random,2,33,24,I5,H3,C5,P1,4533
Random,2,33,24,I5,H5,C3,P4,1807
Random,2,34,24,I1,H4,C5,P2,175
Random,2,34,24,I3,H3,C3,P3,47774
Random,2,35,24,I3,H1,C5,P1,1330
Random,2,35,24,I2,H2,C4,P1,4295
Random,2,36,24,I5,H2,C3,P2,740
Random,2,36,24,I3,H3,C5,P1,176
Random,2,37,24,I4,H4,C3,P3,1274
Random,2,37,24,I3,H5,C4,P2,123056
Random,2,38,24,I4,H3,C5,P2,3095
Random,2,38,24,I5,H1,C5,P2,48601
Random,2,39,24,I5,H3,C5,P2,1507
Random,2,39,24,I2,H4,C2,P4,14916
Random,2,40,24,I2,H4,C1,P4,1682296
Random,2,40,24,I4,H2,C1,P4,1624
Random,2,41,24,I2,H4,C1,P1,207623
Random,2,41,24,I3,H3,C5,P3,2228
Random,2,42,24,I1,H5,C3,P1,204
Random,2,42,24,I1,H1,C5,P2,4490
Random,2,43,24,I4,H2,C1,P4,1624
Random,2,43,24,I1,H5,C2,P3,955
Random,2,44,24,I3,H5,C3,P3,73296
Random,2,44,24,I5,H3,C3,P2,727
Random,2,45,24,I2,H5,C5,P4,1133
Random,2,45,24,I3,H2,C2,P3,266
Random,2,46,24,I1,H1,C4,P4,357030
Random,2,46,24,I5,H1,C3,P2,2506
Random,2,47,24,I5,H1,C5,P2,48601
Random,2,47,24,I5,H3,C1,P3,552
Random,2,48,24,I3,H5,C5,P4,51
Random,2,48,24,I4,H2,C5,P4,133
Random,2,49,24,I3,H2,C5,P4,293
Random,2,49,24,I2,H5,C4,P4,739
Random,2,50,24,I1,H3,C4,P2,4374
Random,2,50,24,I1,H4,C5,P3,1076
Random,2,1,25,I1,H4,C4,P3,10325
Random,2,1,25,I3,H3,C2,P2,114
Random,2,2,25,I3,H5,C5,P1,173
Random,2,2,25,I2,H3,C5,P3,6386
Random,2,3,25,I1,H2,C3,P1,67
Random,2,3,25,I5,H1,C1,P4,18411
Random,2,4,25,I2,H1,C5,P3,1102699
Random,2,4,25,I3,H3,C2,P2,114
Random,2,5,25,I4,H1,C5,P1,787
Random,2,5,25,I4,H4,C2,P2,25881
Random,2,6,25,I4,H5,C4,P3,828
Random,2,6,25,I3,H4,C4,P1,99899
Random,2,7,25,I2,H5,C2,P4,1400
Random,2,7,25,I3,H3,C4,P3,87871
Random,2,8,25,I3,H1,C3,P3,185
Random,2,8,25,I3,H5,C3,P2,71883
Random,2,9,25,I1,H1,C3,P3,235
Random,2,9,25,I4,H2,C4,P1,31476
Random,2,10,25,I2,H1,C5,P2,97843
Random,2,10,25,I2,H1,C1,P3,1019
Random,2,11,25,I5,H4,C1,P2,197486
Random,2,11,25,I3,H1,C1,P1,2516
Random,2,12,25,I4,H2,C3,P3,719
Random,2,12,25,I2,H2,C5,P1,432
Random,2,13,25,I4,H2,C2,P1,1222
Random,2,13,25,I3,H5,C4,P4,4329
Random,2,14,25,I5,H5,C1,P3,1706
Random,2,14,25,I4,H1,C5,P2,14448
Random,2,15,25,I5,H5,C2,P2,73
Random,2,15,25,I5,H3,C4,P4,14484
Random,2,16,25,I3,H2,C1,P3,8565
Random,2,16,25,I5,H4,C1,P1,80915
Random,2,17,25,I5,H4,C3,P4,5903
Random,2,17,25,I3,H1,C3,P1,24
Random,2,18,25,I2,H1,C3,P1,11
Random,2,18,25,I1,H5,C4,P3,23348
Random,2,19,25,I5,H2,C5,P4,368
Random,2,19,25,I3,H3,C5,P2,1071
Random,2,20,25,I5,H3,C3,P2,727
Random,2,20,25,I2,H3,C2,P1,2141
Random,2,21,25,I5,H5,C1,P2,189
